1.00E+13 0 163254
1.00E+13 0 163254
1.00E+13 0 163254
1.00E+13 0 163254
1.00E+13 0 184184
1.00E+13 0 188370
1.00E+13 0 171626
1.00E+13 0 179998
1.00E+13 0 167440
1.00E+13 0 121394
4.00E+10 0 209300
4.00E+10 0 209300
1.00E+13 0 133952
1.00E+13 0 133952
1.00E+13 0 133952
5.00E+12 0 133952
5.00E+12 0 133952
1.00E+13 0 163254
1.00E+13 0 133952
1.00E+13 0 163254
1.00E+13 0 138138
1.00E+13 0 163254
1.00E+13 0 138138
3.00E+11 0 104650
3.00E+11 0 104650
3.00E+11 0 104650
3.00E+11 0 113022
1.00E+13 0 129766
1.00E+13 0 196742
1.00E+13 0 196742
1.00E+08 0 121394
1.00E+09 0 108836
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 121394
1.00E+09 0 115115
1.00E+09 0 115115
1.00E+09 0 117208
1.00E+09 0 117208
1.00E+08 0 54418
1.00E+08 0 54418
1.00E+08 0 48139
1.00E+08 0 48139
1.00E+08 0 12558
1.00E+08 0 12558
1.00E+08 0 52325
1.00E+08 0 52325
3.16E+07 0 83720
3.16E+07 0 83720
3.16E+07 0 83720
3.16E+07 0 83720
3.16E+07 0 83720
3.16E+07 0 83720
1.00E+08 0 12558
1.00E+08 0 12558
1.00E+08 0 12558
1.00E+08 0 12558
1.00E+08 0 12558
1.00E+08 0 48139
1.00E+08 0 48139
3.16E+07 0 83720
3.16E+07 0 92092
3.16E+07 0 83720
3.16E+07 0 83720
3.16E+07 0 83720
3.16E+07 0 83720
3.16E+07 0 83720
5.00E+07 0 83720
1.00E+08 0 48139
3.00E+07 0 104650
3.00E+07 0 104650
1 1 62790
1 1 62790
1 1 58604
1 1 62790
1 1 66976
1 1 83720
1 1 66976
1 1 66976
1 1 83720
1 1 58604
2.00E+08 0 209300
1.00E+07 0 138138
1.00E+10 0 209300
5.00E+08 0 205114
5.00E+08 0 0
5.00E+08 0 0
5.00E+08 0 0
1.00E+13 0 125580
5.00E+08 0 209300
5.00E+08 0 209300
1E13 0 154812
1E13 0 168458
1E13 0 154812
1E9 0 108836
1E8 0 121394
3.16E7 0 92092
3.16E7 0 83720
1E7 0 138138
2*10**8 0 71162-4186
2*10**8 0 54418-4186
2*10**8 0 62790-4186
2*10**8 0 54418-4186
2*10**8 0 54418-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
2*10**8 0 54418-4186
2*10**8.5 0 48139-4186
2*10**8 0 54418-4186
2*10**8.5 0 54418-4186
2*10**8 0 46046-4186
2*10**8 0 83720-4186
2*10**8 0 56511-4186
2*10**8 0 56511-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
2*10**9.5 0 14651-4186
2*10**8.5 0 33069-4186
2*10**8.5 0 54418-4186
2*10**8 0 54418-4186
2*10**8 0 71162-4186
2*10**8 0 54418-4186
2*10**8 0 62790-4186
2*10**8 0 54418-4186
2*10**8 0 54418-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
2*10**8 0 54418-4186
2*10**8.5 0 48139-4186
2*10**8 0 54418-4186
2*10**8.5 0 54418-4186
2*10**8 0 46046-4186
2*10**8 0 83720-4186
2*10**8 0 56511-4186
2*10**8 0 56511-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
2*10**9.5 0 14651-4186
2*10**8.5 0 33069-4186
2*10**8.5 0 54418-4186
2*10**8 0 54418-4186
2*10**8 0 71162-4186
2*10**8 0 54418-4186
2*10**8 0 62790-4186
2*10**8 0 54418-4186
2*10**8 0 54418-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
2*10**8 0 54418-4186
2*10**8.5 0 48139-4186
2*10**8 0 54418-4186
2*10**8.5 0 54418-4186
2*10**8 0 46046-4186
2*10**8 0 83720-4186
2*10**8 0 56511-4186
2*10**8 0 56511-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
2*10**9.5 0 14651-4186
2*10**8.5 0 33069-4186
2*10**8.5 0 54418-4186
2*10**8 0 54418-4186
1*10**8 0 71162-4186
1*10**8 0 54418-4186
1*10**8 0 62790-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 48139-4186
1*10**8 0 54418-4186
1*10**8.5 0 54418-4186
1*10**8 0 46046-4186
1*10**8 0 83720-4186
1*10**8 0 56511-4186
1*10**8 0 56511-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**9.5 0 14651-4186
1*10**8.5 0 33069-4186
1*10**8.5 0 54418-4186
1*10**8 0 54418-4186
1*10**8 0 71162-4186
1*10**8 0 54418-4186
1*10**8 0 62790-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 48139-4186
1*10**8 0 54418-4186
1*10**8.5 0 54418-4186
1*10**8 0 46046-4186
1*10**8 0 83720-4186
1*10**8 0 56511-4186
1*10**8 0 56511-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**9.5 0 14651-4186
1*10**8.5 0 33069-4186
1*10**8.5 0 54418-4186
1*10**8 0 54418-4186
2*10**8 0 71162-4186
2*10**8 0 54418-4186
2*10**8 0 62790-4186
2*10**8 0 54418-4186
2*10**8 0 54418-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
2*10**8 0 54418-4186
2*10**8.5 0 48139-4186
2*10**8 0 54418-4186
2*10**8.5 0 54418-4186
2*10**8 0 46046-4186
2*10**8 0 83720-4186
2*10**8 0 56511-4186
2*10**8 0 56511-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
2*10**9.5 0 14651-4186
2*10**8.5 0 33069-4186
2*10**8.5 0 54418-4186
2*10**8 0 54418-4186
1*10**8 0 71162-4186
1*10**8 0 54418-4186
1*10**8 0 62790-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 48139-4186
1*10**8 0 54418-4186
1*10**8.5 0 54418-4186
1*10**8 0 46046-4186
1*10**8 0 83720-4186
1*10**8 0 56511-4186
1*10**8 0 56511-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**9.5 0 14651-4186
1*10**8.5 0 33069-4186
1*10**8.5 0 54418-4186
1*10**8 0 54418-4186
1*10**8 0 71162-4186
1*10**8 0 54418-4186
1*10**8 0 62790-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 48139-4186
1*10**8 0 54418-4186
1*10**8.5 0 54418-4186
1*10**8 0 46046-4186
1*10**8 0 83720-4186
1*10**8 0 56511-4186
1*10**8 0 56511-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**9.5 0 14651-4186
1*10**8.5 0 33069-4186
1*10**8.5 0 54418-4186
1*10**8 0 54418-4186
1*10**8 0 71162--20930
1*10**8 0 54418--20930
1*10**8 0 62790--20930
1*10**8 0 54418--20930
1*10**8 0 54418--20930
1*10**8.5 0 41860--20930
1*10**8 0 54418--20930
1*10**8 0 54418--20930
1*10**8.5 0 48139--20930
1*10**8 0 54418--20930
1*10**8.5 0 54418--20930
1*10**8 0 46046--20930
1*10**8 0 83720--20930
1*10**8 0 56511--20930
1*10**8 0 56511--20930
1*10**8.5 0 41860--20930
1*10**8 0 54418--20930
1*10**9.5 0 14651--20930
1*10**8.5 0 33069--20930
1*10**8.5 0 54418--20930
1*10**8 0 54418--20930
1*10**8 0 71162-4186
1*10**8 0 54418-4186
1*10**8 0 62790-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 48139-4186
1*10**8 0 54418-4186
1*10**8.5 0 54418-4186
1*10**8 0 46046-4186
1*10**8 0 83720-4186
1*10**8 0 56511-4186
1*10**8 0 56511-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**9.5 0 14651-4186
1*10**8.5 0 33069-4186
1*10**8.5 0 54418-4186
1*10**8 0 54418-4186
1*10**8 0 71162-4186
1*10**8 0 54418-4186
1*10**8 0 62790-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**8 0 54418-4186
1*10**8.5 0 48139-4186
1*10**8 0 54418-4186
1*10**8.5 0 54418-4186
1*10**8 0 46046-4186
1*10**8 0 83720-4186
1*10**8 0 56511-4186
1*10**8 0 56511-4186
1*10**8.5 0 41860-4186
1*10**8 0 54418-4186
1*10**9.5 0 14651-4186
1*10**8.5 0 33069-4186
1*10**8.5 0 54418-4186
1*10**8 0 54418-4186
2*10**8 0 71162-4186
2*10**8 0 54418-4186
2*10**8 0 62790-4186
2*10**8 0 54418-4186
2*10**8 0 54418-4186
2*10**8.5 0 41860-4186
2*10**8 0 54418-4186
